miRBase,CID,Correlation
MIMAT0000257,31703,1
MIMAT0000257,60750,1
MIMAT0000257,5288826,1
MIMAT0000257,712,1
MIMAT0000257,3229,1
MIMAT0000257,119307,1
MIMAT0000257,14888,1
MIMAT0000257,5394,1
MIMAT0000257,2662,1
MIMAT0000673,5757,1
MIMAT0000673,8490,1
MIMAT0000673,210332,1
MIMAT0000859,89594,1
MIMAT0001270,74483,1
MIMAT0000258,5280453,1
MIMAT0000258,119307,1
MIMAT0000258,14888,1
MIMAT0000674,210332,1
MIMAT0000857,445154,1
MIMAT0000857,8029,1
MIMAT0000857,4946,1
MIMAT0001852,74483,1
MIMAT0000258,3121,1
MIMAT0002821,969516,1
MIMAT0002821,444732,1
MIMAT0002821,448537,1
MIMAT0002821,712,1
MIMAT0002821,14888,1
MIMAT0004324,8490,1
MIMAT0004324,6410,1
MIMAT0002821,451668,1
MIMAT0002821,31401,1
MIMAT0000211,443586,1
MIMAT0000211,15625,1
MIMAT0000211,446220,1
MIMAT0000259,60823,1
MIMAT0000259,5793,1
MIMAT0000259,3385,1
MIMAT0000259,451668,1
MIMAT0000259,444732,1
MIMAT0000259,5311,1
MIMAT0000259,712,1
MIMAT0000259,702,1
MIMAT0001271,74483,1
MIMAT0005300,6440495,1
MIMAT0005300,16132265,1
MIMAT0005300,2236,1
MIMAT0000211,8490,1
MIMAT0006587,89594,1
MIMAT0006588,89594,1
MIMAT0006767,60823,1
MIMAT0006770,89594,1
MIMAT0000212,443586,1
MIMAT0000212,8490,1
MIMAT0000261,5311,1
MIMAT0000261,14888,1
MIMAT0000261,702,1
MIMAT0000261,667639,1
MIMAT0000860,6440495,1
MIMAT0000860,16132265,1
MIMAT0000860,5743,1
MIMAT0000860,2236,1
MIMAT0001273,74483,1
MIMAT0001273,702,1
MIMAT0004560,702,1
MIMAT0004560,31703,1
MIMAT0004560,3385,1
MIMAT0017141,4946,1
MIMAT0006775,89594,1
MIMAT0000213,3345,1
MIMAT0000454,14888,1
MIMAT0000454,3385,1
MIMAT0000861,8029,1
MIMAT0000861,3779,1
MIMAT0000861,4946,1
MIMAT0001853,74483,1
MIMAT0000214,8490,1
MIMAT0000455,241,1
MIMAT0000455,5310940,1
MIMAT0000455,712,1
MIMAT0000862,5743,1
MIMAT0000862,6440495,1
MIMAT0000862,3779,1
MIMAT0000455,3385,1
MIMAT0000456,60750,1
MIMAT0000456,712,1
MIMAT0000456,119307,1
MIMAT0000863,89594,1
MIMAT0004540,6410,1
MIMAT0004612,969516,1
MIMAT0000216,8490,1
MIMAT0000262,5793,1
MIMAT0000262,60750,1
MIMAT0000217,210332,1
MIMAT0005301,89594,1
MIMAT0004541,443586,1
MIMAT0004613,5793,1
MIMAT0000217,10621,1
MIMAT0000217,442428,1
MIMAT0000457,119307,1
MIMAT0007864,443586,1
MIMAT0007875,443586,1
MIMAT0007869,443586,1
MIMAT0000072,60852,1
MIMAT0000072,712,1
MIMAT0000072,9444,1
MIMAT0000072,1832,1
MIMAT0000072,2995,1
MIMAT0000072,4095,1
MIMAT0000072,4158,1
MIMAT0000072,6089,1
MIMAT0000072,14888,1
MIMAT0000528,15625,1
MIMAT0000787,5743,1
MIMAT0001779,74483,1
MIMAT0000072,3385,1
MIMAT0002891,3229,1
MIMAT0004626,6410,1
MIMAT0001412,119307,1
MIMAT0001780,74483,1
MIMAT0004858,443586,1
MIMAT0004858,15625,1
MIMAT0004751,3220,1
MIMAT0001781,74483,1
MIMAT0001781,15625,1
MIMAT0000220,145858,1
MIMAT0000220,969516,1
MIMAT0000220,442428,1
MIMAT0000220,108065,1
MIMAT0000220,5280343,1
MIMAT0000220,3345,1
MIMAT0000458,5793,1
MIMAT0000458,3229,1
MIMAT0000458,3385,1
MIMAT0000865,3345,1
MIMAT0007870,443586,1
MIMAT0004852,9064,1
MIMAT0004929,60823,1
MIMAT0000221,6036,1
MIMAT0000221,2733526,1
MIMAT0000221,8490,1
MIMAT0000440,451668,1
MIMAT0000440,444732,1
MIMAT0000440,3385,1
MIMAT0000440,5310940,1
MIMAT0000440,14888,1
MIMAT0000440,5280795,1
MIMAT0000866,6440495,1
MIMAT0000440,5288826,1
MIMAT0001618,444732,1
MIMAT0001618,119307,1
MIMAT0004542,9064,1
MIMAT0004542,6410,1
MIMAT0007884,3385,1
MIMAT0007887,3385,1
MIMAT0007892,54670067,1
MIMAT0007892,3385,1
MIMAT0007892,5280453,1
MIMAT0007892,6013,1
MIMAT0007892,5757,1
MIMAT0007892,6623,1
MIMAT0007892,13089,1
MIMAT0007892,119307,1
MIMAT0007892,5288826,1
MIMAT0000440,445580,1
MIMAT0000222,445580,1
MIMAT0000222,712,1
MIMAT0000222,4091,1
MIMAT0000517,2733526,1
MIMAT0000517,8490,1
MIMAT0000867,36314,1
MIMAT0000867,8029,1
MIMAT0000867,4946,1
MIMAT0000867,2236,1
MIMAT0001275,74483,1
MIMAT0009391,443586,1
MIMAT0000223,443586,1
MIMAT0000868,2733526,1
MIMAT0000868,8029,1
MIMAT0000868,3779,1
MIMAT0004736,8029,1
MIMAT0000459,451668,1
MIMAT0000459,444732,1
MIMAT0000459,3229,1
MIMAT0000459,216239,1
MIMAT0000459,216326,1
MIMAT0000459,10635,1
MIMAT0000459,119307,1
MIMAT0004614,14888,1
MIMAT0001857,74483,1
MIMAT0002819,3229,1
MIMAT0002819,14888,1
MIMAT0002819,451668,1
MIMAT0002819,5994,1
MIMAT0002819,119307,1
MIMAT0004767,5311,1
MIMAT0004767,5394,1
MIMAT0002819,445580,1
MIMAT0004767,97226,1
MIMAT0000224,2733526,1
MIMAT0000224,8490,1
MIMAT0000224,210332,1
MIMAT0000460,5793,1
MIMAT0000460,448537,1
MIMAT0000460,10635,1
MIMAT0000460,712,1
MIMAT0000460,444732,1
MIMAT0000460,3385,1
MIMAT0000869,8029,1
MIMAT0000869,2236,1
MIMAT0004671,216239,1
MIMAT0000460,60750,1
MIMAT0000460,60823,1
MIMAT0001859,74483,1
MIMAT0000225,2733526,1
MIMAT0000225,8490,1
MIMAT0000461,969516,1
MIMAT0000461,448537,1
MIMAT0000461,5793,1
MIMAT0000461,3385,1
MIMAT0000461,5394,1
MIMAT0000461,2662,1
MIMAT0000226,969516,1
MIMAT0000226,448537,1
MIMAT0000226,162282,1
MIMAT0000226,14888,1
MIMAT0000518,969516,1
MIMAT0000518,442428,1
MIMAT0000518,108065,1
MIMAT0000518,443586,1
MIMAT0000518,5757,1
MIMAT0000518,6036,1
MIMAT0001080,216326,1
MIMAT0001080,119307,1
MIMAT0001081,445858,1
MIMAT0001081,442428,1
MIMAT0001081,108065,1
MIMAT0001081,443586,1
MIMAT0001081,6036,1
MIMAT0000227,60750,1
MIMAT0000227,5311,1
MIMAT0000227,3385,1
MIMAT0000227,5310940,1
MIMAT0000227,54670067,1
MIMAT0009447,97226,1
MIMAT0009447,54670067,1
MIMAT0009448,97226,1
MIMAT0009448,54670067,1
MIMAT0003155,74483,1
MIMAT0000229,60823,1
MIMAT0000231,229455,1
MIMAT0000231,11953817,1
MIMAT0000872,47289,1
MIMAT0000872,3779,1
MIMAT0000232,969516,1
MIMAT0000232,3229,1
MIMAT0000232,60750,1
MIMAT0000230,8490,1
MIMAT0000232,3220,1
MIMAT0000232,14888,1
MIMAT0000232,702,1
MIMAT0000232,31703,1
MIMAT0004738,6440495,1
MIMAT0004738,8029,1
MIMAT0000229,6410,1
MIMAT0000231,5793,1
MIMAT0000231,3385,1
MIMAT0000231,47318,1
MIMAT0000872,6440495,1
MIMAT0000872,8029,1
MIMAT0000263,3229,1
MIMAT0000263,5283344,1
MIMAT0004667,2733526,1
MIMAT0004563,3220,1
MIMAT0000263,5793,1
MIMAT0000263,123596,1
MIMAT0000073,3385,1
MIMAT0000073,969516,1
MIMAT0000073,451668,1
MIMAT0000073,444732,1
MIMAT0000073,9804992,1
MIMAT0000073,229455,1
MIMAT0000073,14888,1
MIMAT0000073,60852,1
MIMAT0000073,712,1
MIMAT0000073,9444,1
MIMAT0000073,5280795,1
MIMAT0000651,443586,1
MIMAT0000789,5743,1
MIMAT0000789,3779,1
MIMAT0004660,443586,1
MIMAT0000074,9804992,1
MIMAT0000074,229455,1
MIMAT0000074,6623,1
MIMAT0000074,712,1
MIMAT0000074,5994,1
MIMAT0000513,443586,1
MIMAT0000788,3779,1
MIMAT0001783,74483,1
MIMAT0000074,9444,1
MIMAT0000074,4624,1
MIMAT0001784,74483,1
MIMAT0001784,15625,1
MIMAT0001785,74483,1
MIMAT0001785,15625,1
MIMAT0000075,3385,1
MIMAT0000519,443586,1
MIMAT0000519,702,1
MIMAT0000519,8490,1
MIMAT0000682,444797,1
MIMAT0000682,2336,1
MIMAT0000682,5757,1
MIMAT0000682,2375,1
MIMAT0000682,47725,1
MIMAT0000874,6440495,1
MIMAT0000874,8029,1
MIMAT0000682,784,1
MIMAT0000233,8490,1
MIMAT0000233,5281004,1
MIMAT0000233,16741,1
MIMAT0000318,444795,1
MIMAT0000318,5793,1
MIMAT0000318,3385,1
MIMAT0000318,5311,1
MIMAT0000318,5757,1
MIMAT0000318,784,1
MIMAT0000318,4091,1
MIMAT0000318,148124,1
MIMAT0000318,2375,1
MIMAT0000318,47725,1
MIMAT0000875,6440495,1
MIMAT0000875,8029,1
MIMAT0000875,5743,1
MIMAT0001862,74483,1
MIMAT0000318,97226,1
MIMAT0000617,444796,1
MIMAT0000617,5793,1
MIMAT0000617,444732,1
MIMAT0000617,5757,1
MIMAT0000617,229455,1
MIMAT0000617,3385,1
MIMAT0000617,2578,1
MIMAT0000617,784,1
MIMAT0000617,14888,1
MIMAT0000617,4091,1
MIMAT0000657,9064,1
MIMAT0000657,8490,1
MIMAT0000657,6410,1
MIMAT0000657,210332,1
MIMAT0000873,5743,1
MIMAT0001863,74483,1
MIMAT0000617,969516,1
MIMAT0000873,8029,1
MIMAT0004663,443586,1
MIMAT0002811,60750,1
MIMAT0002811,5283344,1
MIMAT0012822,5743,1
MIMAT0002810,444732,1
MIMAT0000235,443586,1
MIMAT0004546,443586,1
MIMAT0000236,6410,1
MIMAT0000236,6001,1
MIMAT0000264,5793,1
MIMAT0000264,5757,1
MIMAT0000264,448537,1
MIMAT0000264,23973,1
MIMAT0000264,9444,1
MIMAT0000264,3385,1
MIMAT0000264,969516,1
MIMAT0000264,14888,1
MIMAT0000264,47725,1
MIMAT0000876,2733526,1
MIMAT0000876,6440495,1
MIMAT0000876,8029,1
MIMAT0000264,5280795,1
MIMAT0001278,74483,1
MIMAT0001865,74483,1
MIMAT0001865,15625,1
MIMAT0003407,15625,1
MIMAT0000237,8490,1
MIMAT0000265,60750,1
MIMAT0000265,969516,1
MIMAT0000265,2375,1
MIMAT0000877,8029,1
MIMAT0001279,74483,1
MIMAT0001279,15625,1
MIMAT0004739,3779,1
MIMAT0004739,4946,1
MIMAT0017002,16078949,1
MIMAT0000265,97226,1
MIMAT0000238,12967,1
MIMAT0000266,5793,1
MIMAT0000266,241,1
MIMAT0000266,60750,1
MIMAT0000266,3229,1
MIMAT0000878,444254,1
MIMAT0001280,74483,1
MIMAT0009977,3385,1
MIMAT0000239,8490,1
MIMAT0000239,6410,1
MIMAT0000239,444732,1
MIMAT0000462,5311,1
MIMAT0000462,31101,1
MIMAT0000462,3385,1
MIMAT0000879,3779,1
MIMAT0000879,2236,1
MIMAT0001866,74483,1
MIMAT0000240,16078949,1
MIMAT0000240,210332,1
MIMAT0000241,5793,1
MIMAT0000520,60823,1
MIMAT0000520,443586,1
MIMAT0000520,6410,1
MIMAT0004939,443586,1
MIMAT0004939,31703,1
MIMAT0000075,446220,1
MIMAT0000075,969516,1
MIMAT0000075,451668,1
MIMAT0000075,444732,1
MIMAT0000075,448537,1
MIMAT0000075,6623,1
MIMAT0000075,9444,1
MIMAT0000075,47318,1
MIMAT0000075,5994,1
MIMAT0000529,2733526,1
MIMAT0000529,5757,1
MIMAT0000529,8490,1
MIMAT0000529,5288826,1
MIMAT0000602,5743,1
MIMAT0000602,3779,1
MIMAT0001786,74483,1
MIMAT0000075,712,1
MIMAT0000529,6442177,1
MIMAT0000529,6918837,1
MIMAT0000603,5743,1
MIMAT0001413,5280453,1
MIMAT0001413,451668,1
MIMAT0001413,444732,1
MIMAT0001413,448537,1
MIMAT0001413,712,1
MIMAT0001413,14888,1
MIMAT0001413,47318,1
MIMAT0001778,74483,1
MIMAT0003211,2733526,1
MIMAT0003211,5757,1
MIMAT0003211,445154,1
MIMAT0003211,3779,1
MIMAT0003211,5743,1
MIMAT0000076,21633059,1
MIMAT0000076,544,1
MIMAT0000076,3652,1
MIMAT0000076,5865,1
MIMAT0000076,60750,1
MIMAT0000076,89594,1
MIMAT0000076,9576410,1
MIMAT0000076,5329102,1
MIMAT0000076,3385,1
MIMAT0000076,969516,1
MIMAT0000076,444732,1
MIMAT0000076,31703,1
MIMAT0000076,5757,1
MIMAT0000076,36462,1
MIMAT0000076,6623,1
MIMAT0000076,3121,1
MIMAT0000076,162282,1
MIMAT0000076,3071,1
MIMAT0000076,10635,1
MIMAT0000076,444795,1
MIMAT0000076,712,1
MIMAT0000076,3229,1
MIMAT0000076,119307,1
MIMAT0000076,14888,1
MIMAT0000076,451668,1
MIMAT0000076,445434,1
MIMAT0000076,5352624,1
MIMAT0000076,13089,1
MIMAT0000076,5994,1
MIMAT0000076,5394,1
MIMAT0000076,91466,1
MIMAT0000076,21109,1
MIMAT0000076,107985,1
MIMAT0000530,6001,1
MIMAT0000530,6036,1
MIMAT0000530,5206,1
MIMAT0000530,5757,1
MIMAT0000530,16741,1
MIMAT0000530,6442177,1
MIMAT0000530,6918837,1
MIMAT0000530,60823,1
MIMAT0000790,89594,1
MIMAT0000790,445154,1
MIMAT0000790,3779,1
MIMAT0000790,1674,1
MIMAT0000790,2336,1
MIMAT0000790,13089,1
MIMAT0000790,13090,1
MIMAT0000790,2236,1
MIMAT0001787,74483,1
MIMAT0000076,5288826,1
MIMAT0004494,119307,1
MIMAT0004628,443586,1
MIMAT0004628,31703,1
MIMAT0000267,5978,1
MIMAT0000267,216326,1
MIMAT0000267,14888,1
MIMAT0000267,3385,1
MIMAT0000267,119307,1
MIMAT0000267,451668,1
MIMAT0000267,969516,1
MIMAT0000267,2375,1
MIMAT0000267,47725,1
MIMAT0000267,5394,1
MIMAT0000881,89594,1
MIMAT0000881,6440495,1
MIMAT0000268,60750,1
MIMAT0000268,5757,1
MIMAT0000268,445434,1
MIMAT0000882,8029,1
MIMAT0017059,446220,1
MIMAT0011160,3385,1
MIMAT0011161,119307,1
MIMAT0011162,54670067,1
MIMAT0000269,60750,1
MIMAT0000269,3229,1
MIMAT0000269,14888,1
MIMAT0000269,123596,1
MIMAT0000269,5994,1
MIMAT0000659,9064,1
MIMAT0000659,6410,1
MIMAT0000659,210332,1
MIMAT0000883,446220,1
MIMAT0000883,5743,1
MIMAT0000883,3779,1
MIMAT0000883,16132265,1
MIMAT0003049,74483,1
MIMAT0000269,446220,1
MIMAT0000883,4946,1
MIMAT0000270,60750,1
MIMAT0000270,31703,1
MIMAT0000270,448537,1
MIMAT0000271,451668,1
MIMAT0000271,444732,1
MIMAT0000271,14888,1
MIMAT0000661,442428,1
MIMAT0000661,8490,1
MIMAT0000661,60823,1
MIMAT0000661,93004,1
MIMAT0000885,6440495,1
MIMAT0000885,3779,1
MIMAT0000885,42113,1
MIMAT0000885,16132265,1
MIMAT0001283,74483,1
MIMAT0000661,6410,1
MIMAT0000885,445154,1
MIMAT0000272,712,1
MIMAT0000272,444732,1
MIMAT0000272,14888,1
MIMAT0000904,31703,1
MIMAT0003118,8029,1
MIMAT0000273,5757,1
MIMAT0000273,969516,1
MIMAT0001867,74483,1
MIMAT0001867,15625,1
MIMAT0003729,210332,1
MIMAT0004959,97226,1
MIMAT0004959,969516,1
MIMAT0003729,31703,1
MIMAT0000274,60750,1
MIMAT0000274,229455,1
MIMAT0000274,969516,1
MIMAT0000887,36314,1
MIMAT0001285,74483,1
MIMAT0000274,455658,1
MIMAT0000275,3220,1
MIMAT0000275,5318517,1
MIMAT0000275,119307,1
MIMAT0000275,14888,1
MIMAT0000275,3385,1
MIMAT0000275,2375,1
MIMAT0000663,6036,1
MIMAT0000663,8490,1
MIMAT0000888,8029,1
MIMAT0000275,448537,1
MIMAT0005444,31703,1
MIMAT0001868,74483,1
MIMAT0001869,15625,1
MIMAT0000276,702,1
MIMAT0000664,1207,1
MIMAT0000664,12967,1
MIMAT0004567,5793,1
MIMAT0004567,216239,1
MIMAT0004567,5394,1
MIMAT0000889,5743,1
MIMAT0000889,3779,1
MIMAT0000077,14888,1
MIMAT0000077,24497,1
MIMAT0000077,969516,1
MIMAT0000077,451668,1
MIMAT0000077,444732,1
MIMAT0000077,448537,1
MIMAT0000077,10635,1
MIMAT0000077,444795,1
MIMAT0000077,5280795,1
MIMAT0000077,31703,1
MIMAT0000531,6036,1
MIMAT0000531,5757,1
MIMAT0000531,8490,1
MIMAT0000531,60823,1
MIMAT0000791,5743,1
MIMAT0000791,3779,1
MIMAT0003152,2733526,1
MIMAT0003152,5757,1
MIMAT0003152,8029,1
MIMAT0004495,5311,1
MIMAT0011432,89594,1
MIMAT0000278,3220,1
MIMAT0000278,5329102,1
MIMAT0000278,14888,1
MIMAT0000278,444732,1
MIMAT0000278,3028194,1
MIMAT0000278,60823,1
MIMAT0000278,229455,1
MIMAT0000278,10635,1
MIMAT0000278,5280795,1
MIMAT0000278,119307,1
MIMAT0000669,31703,1
MIMAT0000890,3028194,1
MIMAT0000890,3121,1
MIMAT0000890,6440495,1
MIMAT0000890,3779,1
MIMAT0000890,1674,1
MIMAT0000890,2336,1
MIMAT0000890,13091,1
MIMAT0000890,13095,1
MIMAT0001288,74483,1
MIMAT0000278,5288826,1
MIMAT0011435,89594,1
MIMAT0000278,445580,1
MIMAT0011446,89594,1
MIMAT0011448,89594,1
MIMAT0000279,3220,1
MIMAT0000279,14888,1
MIMAT0000279,60823,1
MIMAT0000279,36462,1
MIMAT0000279,229455,1
MIMAT0000279,3385,1
MIMAT0000279,5310940,1
MIMAT0000670,8490,1
MIMAT0000670,12967,1
MIMAT0000891,6440495,1
MIMAT0000891,3779,1
MIMAT0000891,1674,1
MIMAT0000891,2336,1
MIMAT0000891,13092,1
MIMAT0000891,13096,1
MIMAT0001289,74483,1
MIMAT0000279,5329102,1
MIMAT0004569,14888,1
MIMAT0004569,216239,1
MIMAT0011462,89594,1
MIMAT0000280,5280961,1
MIMAT0000280,10836,1
MIMAT0000280,241,1
MIMAT0000280,444795,1
MIMAT0000665,16078949,1
MIMAT0000665,210332,1
MIMAT0000892,5743,1
MIMAT0000892,3779,1
MIMAT0000281,3385,1
MIMAT0000281,119307,1
MIMAT0000281,712,1
MIMAT0000671,3345,1
MIMAT0003119,5288826,1
MIMAT0009198,97226,1
MIMAT0000281,60823,1
MIMAT0015113,89594,1
MIMAT0000290,89594,1
MIMAT0017950,3385,1
MIMAT0000078,119104,1
MIMAT0000078,3385,1
MIMAT0000078,969516,1
MIMAT0000078,3229,1
MIMAT0000078,5757,1
MIMAT0000078,6279,1
MIMAT0000078,448537,1
MIMAT0000078,712,1
MIMAT0000532,15625,1
MIMAT0000532,8490,1
MIMAT0000532,60823,1
MIMAT0000792,5743,1
MIMAT0000792,6440495,1
MIMAT0001788,74483,1
MIMAT0001788,702,1
MIMAT0001788,15625,1
MIMAT0000078,5288826,1
MIMAT0004496,5790,1
MIMAT0004496,60838,1
MIMAT0004496,60700,1
MIMAT0000125,8490,1
MIMAT0000418,5793,1
MIMAT0000418,969516,1
MIMAT0000418,5757,1
MIMAT0000418,6279,1
MIMAT0000418,451668,1
MIMAT0000418,444732,1
MIMAT0000418,712,1
MIMAT0000418,3385,1
MIMAT0000418,14888,1
MIMAT0000418,2375,1
MIMAT0000418,119307,1
MIMAT0000793,5743,1
MIMAT0000793,6440495,1
MIMAT0001791,15625,1
MIMAT0000418,5288826,1
MIMAT0004587,97226,1
MIMAT0000080,5284373,1
MIMAT0000080,969516,1
MIMAT0000080,451668,1
MIMAT0000080,444732,1
MIMAT0000080,3385,1
MIMAT0000080,712,1
MIMAT0000080,5790,1
MIMAT0000080,60838,1
MIMAT0000080,60700,1
MIMAT0000080,14888,1
MIMAT0000080,5394,1
MIMAT0000219,16078949,1
MIMAT0000219,8490,1
MIMAT0000794,3028194,1
MIMAT0000794,3121,1
MIMAT0000794,5743,1
MIMAT0000794,6440495,1
MIMAT0000794,3779,1
MIMAT0001792,15625,1
MIMAT0000080,5288826,1
MIMAT0000218,210332,1
MIMAT0000297,89594,1
MIMAT0000080,60750,1
MIMAT0000794,445154,1
MIMAT0000079,5311,1
MIMAT0000218,10621,1
MIMAT0000298,89594,1
MIMAT0000080,702,1
MIMAT0000299,89594,1
MIMAT0000081,265237,1
MIMAT0000081,15625,1
MIMAT0000081,2336,1
MIMAT0000081,638278,1
MIMAT0000081,3385,1
MIMAT0000081,969516,1
MIMAT0000081,451668,1
MIMAT0000081,444732,1
MIMAT0000081,448537,1
MIMAT0000081,5310940,1
MIMAT0000081,712,1
MIMAT0000081,119307,1
MIMAT0000081,702,1
MIMAT0000652,6036,1
MIMAT0000652,2733526,1
MIMAT0000652,5757,1
MIMAT0000652,8490,1
MIMAT0000795,89594,1
MIMAT0000795,5743,1
MIMAT0000795,445154,1
MIMAT0001793,74483,1
MIMAT0004498,969516,1
MIMAT0004216,89594,1
MIMAT0000314,89594,1
MIMAT0000082,969516,1
MIMAT0000082,448537,1
MIMAT0000082,5288826,1
MIMAT0000082,712,1
MIMAT0000082,3229,1
MIMAT0000082,4091,1
MIMAT0000082,2733526,1
MIMAT0000533,16078949,1
MIMAT0000533,5206,1
MIMAT0000533,8490,1
MIMAT0000533,5281004,1
MIMAT0000533,16741,1
MIMAT0000533,60823,1
MIMAT0000796,89594,1
MIMAT0000796,5743,1
MIMAT0001794,74483,1
MIMAT0000082,5280795,1
MIMAT0000082,5394,1
MIMAT0000082,60750,1
MIMAT0000083,36462,1
MIMAT0000083,6623,1
MIMAT0000083,712,1
MIMAT0000083,3385,1
MIMAT0000083,2662,1
MIMAT0000534,5206,1
MIMAT0000534,8490,1
MIMAT0000797,5743,1
MIMAT0000797,8029,1
MIMAT0000083,5288826,1
MIMAT0004500,702,1
MIMAT0004630,10621,1
MIMAT0000084,969516,1
MIMAT0000084,451668,1
MIMAT0000084,444732,1
MIMAT0000084,5757,1
MIMAT0000084,5280961,1
MIMAT0000084,712,1
MIMAT0000084,3385,1
MIMAT0000084,73581,1
MIMAT0000084,5743,1
MIMAT0000084,60750,1
MIMAT0000084,36314,1
MIMAT0000084,13342,1
MIMAT0000084,14888,1
MIMAT0000537,2733526,1
MIMAT0000537,8490,1
MIMAT0000537,5281004,1
MIMAT0000799,5743,1
MIMAT0000799,445154,1
MIMAT0000799,16132265,1
MIMAT0001796,74483,1
MIMAT0000084,24497,1
MIMAT0004501,702,1
MIMAT0000126,6036,1
MIMAT0000126,9898279,1
MIMAT0000126,8490,1
MIMAT0000419,442793,1
MIMAT0000419,241,1
MIMAT0000419,3385,1
MIMAT0000419,5757,1
MIMAT0000419,712,1
MIMAT0000419,1832,1
MIMAT0000419,73581,1
MIMAT0000419,446220,1
MIMAT0000419,5743,1
MIMAT0000419,31703,1
MIMAT0000419,3386,1
MIMAT0000419,6089,1
MIMAT0000419,36314,1
MIMAT0000419,13342,1
MIMAT0000419,14888,1
MIMAT0000419,451668,1
MIMAT0000419,6623,1
MIMAT0000419,13089,1
MIMAT0000419,119307,1
MIMAT0000798,445154,1
MIMAT0000798,3779,1
MIMAT0001797,74483,1
MIMAT0001797,15625,1
MIMAT0000419,5280453,1
MIMAT0004522,6410,1
MIMAT0004588,216326,1
MIMAT0004588,5994,1
MIMAT0004588,3385,1
MIMAT0001798,15625,1
MIMAT0003401,74483,1
MIMAT0001799,15625,1
MIMAT0001800,15625,1
MIMAT0000085,712,1
MIMAT0000085,451668,1
MIMAT0000653,2733526,1
MIMAT0000653,8490,1
MIMAT0000800,5743,1
MIMAT0000085,5288826,1
MIMAT0004661,6410,1
MIMAT0004661,446220,1
MIMAT0000085,10836,1
MIMAT0000085,5280795,1
MIMAT0000085,119307,1
MIMAT0000366,5757,1
MIMAT0000893,4946,1
MIMAT0000894,4946,1
MIMAT0000368,443586,1
MIMAT0000367,6410,1
MIMAT0003190,108065,1
MIMAT0003190,443586,1
MIMAT0003189,145858,1
MIMAT0003189,689043,1
MIMAT0003189,9064,1
MIMAT0003189,969516,1
MIMAT0003189,445858,1
MIMAT0003189,10621,1
MIMAT0003189,442428,1
MIMAT0003189,5280343,1
MIMAT0003189,443586,1
MIMAT0003189,6410,1
MIMAT0000369,5281004,1
MIMAT0000369,16741,1
MIMAT0000370,443586,1
MIMAT0000369,443586,1
MIMAT0000371,443586,1
MIMAT0004573,443586,1
MIMAT0000372,10621,1
MIMAT0000372,108065,1
MIMAT0000372,443586,1
MIMAT0000372,210332,1
MIMAT0012848,5743,1
MIMAT0004574,443586,1
MIMAT0000373,6036,1
MIMAT0000374,702,1
MIMAT0000374,5793,1
MIMAT0000898,5743,1
MIMAT0000898,2236,1
MIMAT0000898,6440495,1
MIMAT0004679,5793,1
MIMAT0000374,9064,1
MIMAT0000374,16078949,1
MIMAT0000690,5793,1
MIMAT0000690,119307,1
MIMAT0000899,74483,1
MIMAT0000375,5281004,1
MIMAT0003480,5281004,1
MIMAT0003480,16741,1
MIMAT0000376,145858,1
MIMAT0000376,9064,1
MIMAT0000376,445858,1
MIMAT0000376,10621,1
MIMAT0000376,443586,1
MIMAT0000376,31703,1
MIMAT0000900,1983,1
MIMAT0000900,5943,1
MIMAT0004901,5793,1
MIMAT0000687,60750,1
MIMAT0004577,16741,1
MIMAT0004577,210332,1
MIMAT0000377,6410,1
MIMAT0000687,97226,1
MIMAT0000687,5311,1
MIMAT0002890,5793,1
MIMAT0002890,3385,1
MIMAT0000086,3385,1
MIMAT0000086,451668,1
MIMAT0000086,444732,1
MIMAT0000086,5793,1
MIMAT0000086,6623,1
MIMAT0000086,10635,1
MIMAT0000086,14888,1
MIMAT0000086,5280453,1
MIMAT0000535,8490,1
MIMAT0000535,702,1
MIMAT0000535,5284616,1
MIMAT0000802,4829,1
MIMAT0000802,5743,1
MIMAT0000802,6440495,1
MIMAT0000802,222757,1
MIMAT0000802,3779,1
MIMAT0000086,5310940,1
MIMAT0000086,6013,1
MIMAT0000086,72304,1
MIMAT0000535,5943,1
MIMAT0000535,6410,1
MIMAT0004503,3220,1
MIMAT0004631,145858,1
MIMAT0004631,442428,1
MIMAT0000100,451668,1
MIMAT0000100,444732,1
MIMAT0000100,5793,1
MIMAT0000100,10635,1
MIMAT0000100,712,1
MIMAT0000100,3229,1
MIMAT0000100,119307,1
MIMAT0000100,5994,1
MIMAT0000127,5943,1
MIMAT0000127,6036,1
MIMAT0000127,16078949,1
MIMAT0000127,8490,1
MIMAT0000127,16741,1
MIMAT0000127,2336,1
MIMAT0000127,446220,1
MIMAT0000127,5641,1
MIMAT0000127,702,1
MIMAT0000127,5284616,1
MIMAT0000801,3779,1
MIMAT0004523,969516,1
MIMAT0004523,10621,1
MIMAT0004514,3385,1
MIMAT0004514,97226,1
MIMAT0017063,31703,1
MIMAT0000100,445580,1
MIMAT0000536,16078949,1
MIMAT0000536,5757,1
MIMAT0000536,702,1
MIMAT0000536,8490,1
MIMAT0000536,210332,1
MIMAT0000536,5284616,1
MIMAT0000681,36314,1
MIMAT0000681,5793,1
MIMAT0000681,3229,1
MIMAT0000681,5994,1
MIMAT0000681,2662,1
MIMAT0000803,89594,1
MIMAT0000803,4829,1
MIMAT0000803,445154,1
MIMAT0000803,222757,1
MIMAT0000803,3779,1
MIMAT0000803,1983,1
