miRBase,CID,Correlation
MIMAT0000803,5943,1
MIMAT0000378,5281004,1
MIMAT0004903,216326,1
MIMAT0004578,16078949,1
MIMAT0004743,4946,1
MIMAT0000379,3345,1
MIMAT0000688,712,1
MIMAT0000379,12967,1
MIMAT0000552,89594,1
MIMAT0000552,5743,1
MIMAT0000688,3220,1
MIMAT0000688,5994,1
MIMAT0000688,47725,1
MIMAT0000380,9064,1
MIMAT0000684,5793,1
MIMAT0004579,443586,1
MIMAT0000715,41867,1
MIMAT0000715,5793,1
MIMAT0003374,443586,1
MIMAT0000714,5757,1
MIMAT0003374,1983,1
MIMAT0003374,5943,1
MIMAT0000717,5280453,1
MIMAT0000717,5793,1
MIMAT0000717,451668,1
MIMAT0003376,210332,1
MIMAT0003375,443586,1
MIMAT0003375,12967,1
MIMAT0000718,3220,1
MIMAT0000718,229455,1
MIMAT0003377,108065,1
MIMAT0000718,31401,1
MIMAT0005932,3385,1
MIMAT0000087,445580,1
MIMAT0000087,162282,1
MIMAT0000087,14888,1
MIMAT0000087,3229,1
MIMAT0000087,3385,1
MIMAT0000087,119307,1
MIMAT0000128,6036,1
MIMAT0000128,8490,1
MIMAT0000129,8490,1
MIMAT0000129,702,1
MIMAT0000088,216239,1
MIMAT0000087,36314,1
MIMAT0000808,89594,1
MIMAT0000130,16078949,1
MIMAT0000130,210332,1
MIMAT0000420,451668,1
MIMAT0000420,444732,1
MIMAT0000420,5757,1
MIMAT0000420,5994,1
MIMAT0000420,2375,1
MIMAT0004524,145858,1
MIMAT0004524,9064,1
MIMAT0004524,969516,1
MIMAT0004524,5280343,1
MIMAT0004721,3779,1
MIMAT0004721,4946,1
MIMAT0000244,445580,1
MIMAT0000244,5757,1
MIMAT0000244,14888,1
MIMAT0000514,8490,1
MIMAT0000804,3028194,1
MIMAT0000804,3121,1
MIMAT0000804,89594,1
MIMAT0000804,6440495,1
MIMAT0001805,74483,1
MIMAT0000244,5288826,1
MIMAT0000514,6036,1
MIMAT0000804,4946,1
MIMAT0004616,145858,1
MIMAT0004616,689043,1
MIMAT0004616,9064,1
MIMAT0004616,969516,1
MIMAT0004616,445858,1
MIMAT0004616,442428,1
MIMAT0004616,108065,1
MIMAT0004616,5280343,1
MIMAT0004674,5311,1
MIMAT0004674,5994,1
MIMAT0004719,3779,1
MIMAT0004550,3385,1
MIMAT0005442,3779,1
MIMAT0000245,2375,1
MIMAT0000515,5793,1
MIMAT0000515,8490,1
MIMAT0001806,702,1
MIMAT0000245,5310940,1
MIMAT0000248,8490,1
MIMAT0000248,210332,1
MIMAT0000692,3229,1
MIMAT0000692,5994,1
MIMAT0000805,2236,1
MIMAT0001807,74483,1
MIMAT0000692,3385,1
MIMAT0000249,16078949,1
MIMAT0000249,8490,1
MIMAT0000693,5311,1
MIMAT0004720,5743,1
MIMAT0000248,702,1
MIMAT0000089,451668,1
MIMAT0000089,444732,1
MIMAT0000089,3385,1
MIMAT0000089,119307,1
MIMAT0000538,31703,1
MIMAT0000538,15625,1
MIMAT0000538,2733526,1
MIMAT0000538,5281004,1
MIMAT0000538,16741,1
MIMAT0000538,446220,1
MIMAT0000810,445154,1
MIMAT0000810,3779,1
MIMAT0003347,74483,1
MIMAT0000089,24497,1
MIMAT0000089,3121,1
MIMAT0000089,3229,1
MIMAT0004504,119307,1
MIMAT0014817,446220,1
MIMAT0014990,119307,1
MIMAT0014998,3385,1
MIMAT0015000,3385,1
MIMAT0015018,3385,1
MIMAT0015022,3385,1
MIMAT0015025,3385,1
MIMAT0015026,3385,1
MIMAT0015037,3385,1
MIMAT0015042,3385,1
MIMAT0015051,3385,1
MIMAT0015057,119307,1
MIMAT0015076,3385,1
MIMAT0015079,119307,1
MIMAT0000511,5280896,1
MIMAT0000090,10635,1
MIMAT0000090,119307,1
MIMAT0000090,5280453,1
MIMAT0000090,14888,1
MIMAT0000090,702,1
MIMAT0000090,15,1
MIMAT0000090,5994,1
MIMAT0000090,2375,1
MIMAT0000654,6036,1
MIMAT0000654,12967,1
MIMAT0000654,210332,1
MIMAT0004505,3220,1
MIMAT0000510,60750,1
MIMAT0000510,451668,1
MIMAT0000510,444732,1
MIMAT0000510,448537,1
MIMAT0000666,8490,1
MIMAT0000666,5281004,1
MIMAT0000666,6410,1
MIMAT0000903,3779,1
MIMAT0000903,5743,1
MIMAT0000903,2236,1
MIMAT0000510,123596,1
MIMAT0000510,3385,1
MIMAT0000510,5288826,1
MIMAT0005792,241,1
MIMAT0005793,3385,1
MIMAT0005793,5288826,1
MIMAT0006764,3385,1
MIMAT0006764,5310940,1
MIMAT0000548,6036,1
MIMAT0000548,5281004,1
MIMAT0000548,16741,1
MIMAT0001619,5743,1
MIMAT0000551,5281004,1
MIMAT0000551,16741,1
MIMAT0000551,210332,1
MIMAT0000755,119307,1
MIMAT0004637,6440495,1
MIMAT0000551,6410,1
MIMAT0000755,4624,1
MIMAT0001630,60823,1
MIMAT0000554,445154,1
MIMAT0000755,60750,1
MIMAT0000755,5790,1
MIMAT0000755,60838,1
MIMAT0000755,60700,1
MIMAT0000755,5743,1
MIMAT0000755,4212,1
MIMAT0000755,36314,1
MIMAT0000755,13342,1
MIMAT0000555,969516,1
MIMAT0000555,445858,1
MIMAT0000555,10621,1
MIMAT0000555,442428,1
MIMAT0000555,108065,1
MIMAT0000555,2733526,1
MIMAT0004696,60750,1
MIMAT0004696,448537,1
MIMAT0004696,712,1
MIMAT0004696,5994,1
MIMAT0004696,5280795,1
MIMAT0000555,9064,1
MIMAT0004640,16078949,1
MIMAT0004639,56843276,1
MIMAT0000557,3779,1
MIMAT0000559,6410,1
MIMAT0000560,4946,1
MIMAT0000560,5743,1
MIMAT0000756,60750,1
MIMAT0000561,1983,1
MIMAT0000561,5943,1
MIMAT0004867,443586,1
MIMAT0000564,89594,1
MIMAT0000564,6440495,1
MIMAT0000565,8490,1
MIMAT0000565,210332,1
MIMAT0000752,60750,1
MIMAT0000752,119307,1
MIMAT0000752,73581,1
MIMAT0000752,446220,1
MIMAT0000752,5281708,1
MIMAT0000752,2995,1
MIMAT0000752,3117,1
MIMAT0000752,6089,1
MIMAT0000752,164676,1
MIMAT0000752,13342,1
MIMAT0000752,123596,1
MIMAT0000752,31703,1
MIMAT0000566,6440495,1
MIMAT0000566,3779,1
MIMAT0000566,4946,1
MIMAT0000567,210332,1
MIMAT0001629,5793,1
MIMAT0001629,60750,1
MIMAT0000566,31401,1
MIMAT0000091,448537,1
MIMAT0000091,712,1
MIMAT0000812,5743,1
MIMAT0000569,210332,1
MIMAT0000751,445580,1
MIMAT0000751,60750,1
MIMAT0000751,712,1
MIMAT0000568,4946,1
MIMAT0000569,8490,1
MIMAT0000569,6410,1
MIMAT0004693,5793,1
MIMAT0000570,3779,1
MIMAT0000570,5743,1
MIMAT0000571,16741,1
MIMAT0000760,712,1
MIMAT0000571,3345,1
MIMAT0000571,5288826,1
MIMAT0000571,5281004,1
MIMAT0000571,446220,1
MIMAT0000760,5280795,1
MIMAT0004643,443586,1
MIMAT0004700,60823,1
MIMAT0000575,89594,1
MIMAT0000575,8029,1
MIMAT0000765,448537,1
MIMAT0000765,6623,1
MIMAT0000765,444732,1
MIMAT0000765,15625,1
MIMAT0000765,114900,1
MIMAT0000765,14888,1
MIMAT0000766,5757,1
MIMAT0000575,47936,1
MIMAT0004703,97226,1
MIMAT0004704,6036,1
MIMAT0004704,31703,1
MIMAT0004704,446220,1
MIMAT0004704,442428,1
MIMAT0004704,108065,1
MIMAT0000766,145858,1
MIMAT0000766,969516,1
MIMAT0000766,8490,1
MIMAT0000766,6410,1
MIMAT0000766,12967,1
MIMAT0000754,60750,1
MIMAT0000754,24497,1
MIMAT0000754,5757,1
MIMAT0000754,448537,1
MIMAT0000578,31703,1
MIMAT0000578,6410,1
MIMAT0000578,210332,1
MIMAT0004644,12967,1
MIMAT0004695,5311,1
MIMAT0000581,5757,1
MIMAT0000582,5281004,1
MIMAT0000582,16741,1
MIMAT0000582,210332,1
MIMAT0004646,5743,1
MIMAT0004646,3779,1
MIMAT0004646,4946,1
MIMAT0004646,5281811,1
MIMAT0000763,4624,1
MIMAT0000763,5280795,1
MIMAT0000584,702,1
MIMAT0000764,60750,1
MIMAT0000764,5283344,1
MIMAT0004648,3779,1
MIMAT0004702,54670067,1
MIMAT0000583,445154,1
MIMAT0000584,12967,1
MIMAT0000764,5280795,1
MIMAT0000091,14403,1
MIMAT0003301,53232,1
MIMAT0004692,3385,1
MIMAT0004650,3779,1
MIMAT0004650,4946,1
MIMAT0000588,210332,1
MIMAT0000589,1983,1
MIMAT0000589,5943,1
MIMAT0000753,60750,1
MIMAT0000753,444795,1
MIMAT0000589,5743,1
MIMAT0000589,3779,1
MIMAT0000753,3385,1
MIMAT0004694,5793,1
MIMAT0000593,210332,1
MIMAT0000592,4946,1
MIMAT0014928,446220,1
MIMAT0000595,2733526,1
MIMAT0000772,60750,1
MIMAT0000772,5311,1
MIMAT0000772,448537,1
MIMAT0000772,2375,1
MIMAT0000772,54670067,1
MIMAT0004655,445154,1
MIMAT0004655,4946,1
MIMAT0004656,443586,1
MIMAT0000596,31401,1
MIMAT0000597,6410,1
MIMAT0000597,210332,1
MIMAT0000773,5793,1
MIMAT0000773,60750,1
MIMAT0000773,448537,1
MIMAT0000773,5073,1
MIMAT0000255,241,1
MIMAT0000255,216326,1
MIMAT0000255,14888,1
MIMAT0000255,969516,1
MIMAT0000255,444732,1
MIMAT0000255,3028194,1
MIMAT0000255,448537,1
MIMAT0000255,712,1
MIMAT0000255,451668,1
MIMAT0000255,5311,1
MIMAT0000255,5282350,1
MIMAT0000542,2733526,1
MIMAT0000542,8490,1
MIMAT0000542,29327,1
MIMAT0000542,2907,1
MIMAT0000542,12967,1
MIMAT0000542,702,1
MIMAT0000815,3028194,1
MIMAT0000815,3121,1
MIMAT0000815,6440495,1
MIMAT0000815,222528,1
MIMAT0000815,2236,1
MIMAT0000255,3220,1
MIMAT0000255,5280961,1
MIMAT0000255,3385,1
MIMAT0004557,216326,1
MIMAT0000382,2907,1
MIMAT0000813,47289,1
MIMAT0000813,3779,1
MIMAT0000813,5743,1
MIMAT0004676,60700,1
MIMAT0004676,5757,1
MIMAT0004676,712,1
MIMAT0004676,31703,1
MIMAT0000685,969516,1
MIMAT0000382,12967,1
MIMAT0000382,2336,1
MIMAT0000381,6036,1
MIMAT0000381,31703,1
MIMAT0000381,16741,1
MIMAT0000381,2907,1
MIMAT0000381,12967,1
MIMAT0000381,2336,1
MIMAT0000686,31703,1
MIMAT0000814,3779,1
MIMAT0003759,74483,1
MIMAT0004723,6440495,1
MIMAT0004723,4946,1
MIMAT0004677,3385,1
MIMAT0000686,5793,1
MIMAT0000686,14888,1
MIMAT0000686,969516,1
MIMAT0000605,10621,1
MIMAT0000605,16078949,1
MIMAT0000605,2733526,1
MIMAT0000604,31401,1
MIMAT0000608,89594,1
MIMAT0000608,445154,1
MIMAT0000609,16078949,1
MIMAT0000610,89594,1
MIMAT0000610,5743,1
MIMAT0019814,3385,1
MIMAT0015120,89594,1
MIMAT0019876,3385,1
MIMAT0017983,3385,1
MIMAT0000703,448537,1
MIMAT0000703,712,1
MIMAT0000704,2733526,1
MIMAT0000704,8490,1
MIMAT0004682,97226,1
MIMAT0004682,119307,1
MIMAT0017993,3385,1
MIMAT0000706,2733526,1
MIMAT0000706,702,1
MIMAT0000706,210332,1
MIMAT0000706,31401,1
MIMAT0004683,5793,1
MIMAT0000707,3220,1
MIMAT0000707,712,1
MIMAT0000707,14888,1
MIMAT0000707,2375,1
MIMAT0000708,5757,1
MIMAT0003210,1983,1
MIMAT0003210,5943,1
MIMAT0003210,5743,1
MIMAT0003209,3779,1
MIMAT0003385,444795,1
MIMAT0003210,5757,1
MIMAT0018068,119307,1
MIMAT0000710,5073,1
MIMAT0000710,3385,1
MIMAT0000710,119307,1
MIMAT0000711,16078949,1
MIMAT0000711,2733526,1
MIMAT0000711,3345,1
MIMAT0000711,5288826,1
MIMAT0001549,5757,1
MIMAT0018071,119307,1
MIMAT0018078,3385,1
MIMAT0018080,3385,1
MIMAT0018083,3385,1
MIMAT0018085,119307,1
MIMAT0018087,119307,1
MIMAT0018091,3385,1
MIMAT0000719,229455,1
MIMAT0003181,31703,1
MIMAT0000719,36314,1
MIMAT0000719,5793,1
MIMAT0018095,3385,1
MIMAT0018104,3385,1
MIMAT0018110,3385,1
MIMAT0018121,3385,1
MIMAT0000721,5793,1
MIMAT0003186,210332,1
MIMAT0003185,12967,1
MIMAT0000722,97226,1
MIMAT0000722,448537,1
MIMAT0000722,119307,1
MIMAT0000722,5994,1
MIMAT0001095,10621,1
MIMAT0003122,1983,1
MIMAT0003122,5943,1
MIMAT0001095,443586,1
MIMAT0000723,148124,1
MIMAT0000723,448537,1
MIMAT0004687,5280453,1
MIMAT0004687,5994,1
MIMAT0004687,3385,1
MIMAT0004687,97226,1
MIMAT0000724,21633059,1
MIMAT0000724,5793,1
MIMAT0000724,60750,1
MIMAT0000724,229455,1
MIMAT0000724,14888,1
MIMAT0000726,3220,1
MIMAT0000726,444732,1
MIMAT0000726,5311,1
MIMAT0000725,60750,1
MIMAT0000726,448537,1
MIMAT0000727,969516,1
MIMAT0000727,712,1
MIMAT0003208,89594,1
MIMAT0003727,9064,1
MIMAT0003727,445858,1
MIMAT0003727,442428,1
MIMAT0003727,108065,1
MIMAT0003727,6036,1
MIMAT0000727,3121,1
MIMAT0003728,145858,1
MIMAT0003728,9064,1
MIMAT0003728,969516,1
MIMAT0003728,445858,1
MIMAT0003728,10621,1
MIMAT0003728,442428,1
MIMAT0003728,108065,1
MIMAT0000727,5994,1
MIMAT0004955,445580,1
MIMAT0004955,5793,1
MIMAT0004955,3385,1
MIMAT0004955,5280795,1
MIMAT0004956,3220,1
MIMAT0000728,5280448,1
MIMAT0000728,5793,1
MIMAT0000728,54670067,1
MIMAT0000728,444732,1
MIMAT0000728,448537,1
MIMAT0000728,10635,1
MIMAT0000728,2733526,1
MIMAT0000728,31703,1
MIMAT0000728,2375,1
MIMAT0000739,443586,1
MIMAT0000739,2733526,1
MIMAT0000739,5757,1
MIMAT0000739,446220,1
MIMAT0001876,74483,1
MIMAT0000729,5311,1
MIMAT0000729,2375,1
MIMAT0001092,8490,1
MIMAT0001092,5281004,1
MIMAT0003388,9064,1
MIMAT0003388,210332,1
MIMAT0003195,8029,1
MIMAT0000720,6623,1
MIMAT0000720,2375,1
MIMAT0003208,1983,1
MIMAT0003208,5943,1
MIMAT0003208,8029,1
MIMAT0000730,5793,1
MIMAT0000730,2375,1
MIMAT0000741,6410,1
MIMAT0003123,36314,1
MIMAT0000732,5283344,1
MIMAT0000732,14888,1
MIMAT0000732,451668,1
MIMAT0003151,2733526,1
MIMAT0003151,5281614,1
MIMAT0003379,5743,1
MIMAT0003379,8029,1
MIMAT0000731,216326,1
MIMAT0003378,4946,1
MIMAT0003378,2236,1
MIMAT0019074,3385,1
MIMAT0000733,5311,1
MIMAT0000733,3385,1
MIMAT0000743,210332,1
MIMAT0004791,8029,1
MIMAT0017080,446220,1
MIMAT0000009,89594,1
MIMAT0000736,5793,1
MIMAT0000736,5311,1
MIMAT0000736,2375,1
MIMAT0000746,6410,1
MIMAT0000746,210332,1
MIMAT0003199,4946,1
MIMAT0000737,5311,1
MIMAT0000737,5288826,1
MIMAT0000747,5281004,1
MIMAT0000747,16741,1
MIMAT0000747,446220,1
MIMAT0003201,4946,1
MIMAT0003202,31401,1
MIMAT0003202,3779,1
MIMAT0003202,4946,1
MIMAT0000738,5793,1
MIMAT0000738,5311,1
MIMAT0000738,3385,1
MIMAT0000748,31703,1
MIMAT0000748,8490,1
MIMAT0000748,6410,1
MIMAT0001076,31703,1
MIMAT0001588,23973,1
MIMAT0018179,97226,1
MIMAT0018185,3385,1
MIMAT0018188,3385,1
MIMAT0000957,3496,1
MIMAT0000934,3496,1
MIMAT0001078,5359268,1
MIMAT0002016,3496,1
MIMAT0018356,97226,1
MIMAT0018361,3385,1
MIMAT0023634,23973,1
MIMAT0023635,23973,1
MIMAT0000973,5359268,1
MIMAT0001648,5280896,1
MIMAT0001657,3496,1
MIMAT0000982,5359268,1
MIMAT0000983,5280896,1
MIMAT0000983,5359268,1
MIMAT0000987,5359268,1
MIMAT0002055,5280896,1
MIMAT0001079,5280896,1
MIMAT0001079,5359268,1
MIMAT0001748,24268,1
MIMAT0001638,60750,1
MIMAT0001090,446220,1
MIMAT0001639,5311,1
MIMAT0001638,60823,1
MIMAT0001638,5793,1
MIMAT0001638,5757,1
MIMAT0001638,448537,1
MIMAT0003204,1983,1
MIMAT0003204,5943,1
MIMAT0003204,3779,1
MIMAT0001091,210332,1
MIMAT0026558,3385,1
MIMAT0003329,5280453,1
MIMAT0004747,6036,1
MIMAT0004747,8490,1
MIMAT0004747,12967,1
MIMAT0004747,210332,1
MIMAT0002170,60750,1
MIMAT0002170,5994,1
MIMAT0001331,5359268,1
MIMAT0001339,9949648,1
MIMAT0001339,448537,1
MIMAT0001339,54670067,1
MIMAT0000732,712,1
MIMAT0003379,2733526,1
MIMAT0004748,3385,1
MIMAT0004825,8490,1
MIMAT0004825,12967,1
MIMAT0004748,5288826,1
MIMAT0000548,2733526,1
MIMAT0000548,210332,1
MIMAT0001341,5757,1
MIMAT0001341,712,1
MIMAT0001341,451668,1
MIMAT0001341,5280795,1
MIMAT0001341,2375,1
MIMAT0001341,119307,1
MIMAT0003393,5311,1
MIMAT0001342,6410,1
MIMAT0016886,119307,1
MIMAT0003393,4624,1
MIMAT0003393,712,1
MIMAT0016878,97226,1
MIMAT0001338,5359268,1
MIMAT0016900,119307,1
MIMAT0016901,3385,1
MIMAT0016907,119307,1
MIMAT0016915,119307,1
MIMAT0001536,5793,1
MIMAT0001536,784,1
MIMAT0001536,3385,1
MIMAT0001536,2375,1
MIMAT0001536,47725,1
MIMAT0001537,145858,1
MIMAT0001537,445858,1
MIMAT0001537,8490,1
MIMAT0001538,6440495,1
MIMAT0001538,8029,1
MIMAT0001538,1674,1
MIMAT0001538,2336,1
MIMAT0001538,13097,1
MIMAT0016852,3385,1
MIMAT0016858,3385,1
MIMAT0001423,74483,1
MIMAT0001424,74483,1
MIMAT0001425,74483,1
MIMAT0001625,60700,1
MIMAT0002814,5311,1
MIMAT0002814,31703,1
MIMAT0016889,97226,1
MIMAT0001420,16132265,1
MIMAT0001420,8490,1
MIMAT0026554,5793,1
MIMAT0005315,4946,1
MIMAT0001421,31703,1
MIMAT0001421,12967,1
MIMAT0018943,3385,1
MIMAT0005972,23973,1
MIMAT0018971,3385,1
MIMAT0018975,3385,1
MIMAT0018982,3385,1
MIMAT0018988,3385,1
MIMAT0018997,3385,1
MIMAT0019001,3385,1
MIMAT0019002,3385,1
MIMAT0019003,3385,1
MIMAT0001532,60823,1
MIMAT0001534,8029,1
MIMAT0001542,210332,1
MIMAT0001541,5793,1
MIMAT0001541,216326,1
MIMAT0001541,31703,1
MIMAT0003327,5793,1
MIMAT0003327,31703,1
MIMAT0001545,712,1
MIMAT0019040,3385,1
MIMAT0019046,3385,1
MIMAT0001545,5311,1
MIMAT0001547,445154,1
MIMAT0001545,702,1
MIMAT0001546,969516,1
MIMAT0001546,5280343,1
MIMAT0001546,445858,1
MIMAT0003511,210332,1
MIMAT0003512,210332,1
MIMAT0003512,10621,1
MIMAT0004909,5793,1
MIMAT0003511,443586,1
MIMAT0001631,5284373,1
MIMAT0001631,216326,1
MIMAT0001631,73581,1
MIMAT0001631,5743,1
MIMAT0001631,36314,1
MIMAT0001631,13342,1
MIMAT0001632,9064,1
MIMAT0001632,969516,1
MIMAT0001632,5280343,1
MIMAT0001632,8490,1
MIMAT0001632,6410,1
MIMAT0001632,12967,1
MIMAT0001632,210332,1
MIMAT0001633,8029,1
MIMAT0001634,74483,1
MIMAT0001634,15625,1
MIMAT0019055,3385,1
MIMAT0001635,712,1
MIMAT0001637,16741,1
MIMAT0001637,6410,1
MIMAT0001637,210332,1
MIMAT0004870,12967,1
MIMAT0003885,3385,1
MIMAT0003885,5283344,1
MIMAT0003885,448537,1
MIMAT0003885,712,1
MIMAT0001877,15625,1
MIMAT0001878,74483,1
MIMAT0001878,15625,1
MIMAT0003485,443586,1
MIMAT0003485,445154,1
MIMAT0003485,9064,1
MIMAT0003485,969516,1
MIMAT0003485,442428,1
MIMAT0003485,108065,1
MIMAT0003885,5790,1
MIMAT0003485,210332,1
MIMAT0001882,74483,1
MIMAT0001883,74483,1
MIMAT0001884,74483,1
MIMAT0001887,74483,1
MIMAT0004758,443586,1
MIMAT0004758,5281004,1
MIMAT0002104,443586,1
MIMAT0019692,3385,1
MIMAT0019716,3385,1
MIMAT0002106,443586,1
MIMAT0004871,702,1
MIMAT0019730,3385,1
MIMAT0019732,3385,1
MIMAT0002107,5281004,1
MIMAT0002107,16741,1
MIMAT0004876,5281004,1
MIMAT0005278,5743,1
MIMAT0005278,4946,1
MIMAT0005278,74483,1
MIMAT0005279,3779,1
MIMAT0005279,4946,1
MIMAT0005279,5743,1
MIMAT0004877,145858,1
MIMAT0004877,9064,1
MIMAT0004877,969516,1
MIMAT0004877,6410,1
MIMAT0004930,16078949,1
MIMAT0004930,12967,1
MIMAT0004879,6410,1
MIMAT0005844,5281004,1
MIMAT0005844,16741,1
MIMAT0004882,445858,1
MIMAT0004882,10621,1
MIMAT0004882,5280343,1
MIMAT0004882,443586,1
MIMAT0004882,8490,1
MIMAT0004882,6410,1
MIMAT0004883,10621,1
MIMAT0005834,6410,1
MIMAT0003409,210332,1
MIMAT0019756,3385,1
MIMAT0019758,3385,1
MIMAT0019762,3385,1
MIMAT0003409,5281004,1
MIMAT0003478,689043,1
MIMAT0003478,9064,1
MIMAT0003478,969516,1
MIMAT0003478,10621,1
MIMAT0003478,442428,1
MIMAT0003478,108065,1
MIMAT0003478,5280343,1
MIMAT0003478,443586,1
MIMAT0003478,6410,1
MIMAT0004886,5281004,1
MIMAT0005293,5281004,1
MIMAT0005293,16741,1
MIMAT0019765,3385,1
MIMAT0019784,3385,1
MIMAT0015097,89594,1
MIMAT0002111,443586,1
MIMAT0002111,210332,1
MIMAT0019796,3385,1
MIMAT0019801,3385,1
MIMAT0002112,443586,1
MIMAT0002112,210332,1
MIMAT0005318,3779,1
MIMAT0019827,3385,1
MIMAT0019834,3385,1
MIMAT0019839,3385,1
MIMAT0019851,3385,1
MIMAT0002060,5280896,1
MIMAT0002061,5280896,1
MIMAT0019855,9949648,1
MIMAT0019855,3385,1
MIMAT0019861,3385,1
MIMAT0019904,9949648,1
MIMAT0019905,3385,1
MIMAT0019916,3385,1
MIMAT0019926,3385,1
MIMAT0019928,3385,1
MIMAT0019929,3385,1
MIMAT0019934,3385,1
MIMAT0019936,3385,1
MIMAT0019938,3385,1
MIMAT0019963,3385,1
MIMAT0019968,3385,1
MIMAT0019971,3385,1
MIMAT0019972,3385,1
MIMAT0019984,3385,1
MIMAT0003121,3779,1
MIMAT0003121,4946,1
MIMAT0003121,5743,1
MIMAT0004782,5281004,1
MIMAT0004782,16741,1
MIMAT0004782,210332,1
MIMAT0002173,119307,1
MIMAT0003884,5793,1
MIMAT0003884,97226,1
MIMAT0003884,3385,1
MIMAT0003884,5994,1
MIMAT0003127,5793,1
MIMAT0003127,12967,1
MIMAT0005319,6440495,1
MIMAT0005319,3779,1
MIMAT0002175,5793,1
MIMAT0002177,444732,1
MIMAT0003130,145858,1
MIMAT0003130,9064,1
MIMAT0003130,10621,1
MIMAT0003130,442428,1
MIMAT0003130,108065,1
MIMAT0003130,8490,1
MIMAT0004762,5793,1
MIMAT0004762,3385,1
MIMAT0002177,119307,1
MIMAT0002178,60823,1
MIMAT0003180,123631,1
MIMAT0003180,5793,1
MIMAT0003180,5311,1
MIMAT0003180,712,1
MIMAT0003180,5994,1
MIMAT0003184,9064,1
MIMAT0003184,10621,1
MIMAT0003184,12967,1
MIMAT0003184,210332,1
MIMAT0004763,5793,1
MIMAT0004763,448537,1
MIMAT0002940,15625,1
MIMAT0003112,210332,1
MIMAT0026605,5793,1
MIMAT0000020,89594,1
MIMAT0003780,210332,1
MIMAT0012823,5743,1
MIMAT0002806,54670067,1
MIMAT0004764,3220,1
MIMAT0004764,54670067,1
MIMAT0002807,14888,1
MIMAT0002812,5793,1
MIMAT0002812,448537,1
MIMAT0003191,5743,1
MIMAT0004888,443586,1
MIMAT0003161,448537,1
MIMAT0002816,5978,1
MIMAT0002816,60823,1
MIMAT0002816,451668,1
MIMAT0002816,444732,1
MIMAT0002816,10635,1
MIMAT0002816,444795,1
MIMAT0002816,3385,1
MIMAT0003182,10621,1
MIMAT0003182,210332,1
MIMAT0003193,1983,1
MIMAT0003193,5943,1
MIMAT0003738,702,1
MIMAT0002820,9547215,1
MIMAT0002820,448537,1
MIMAT0002820,702,1
MIMAT0003453,8490,1
MIMAT0003453,210332,1
MIMAT0002824,10635,1
MIMAT0003381,5757,1
MIMAT0003482,60823,1
MIMAT0002870,5793,1
MIMAT0003507,6410,1
MIMAT0004773,5790,1
MIMAT0004773,60838,1
MIMAT0004773,60700,1
MIMAT0004773,444732,1
MIMAT0004773,60823,1
MIMAT0002872,712,1
MIMAT0002872,5793,1
MIMAT0002872,3385,1
MIMAT0002872,5790,1
MIMAT0002872,60838,1
MIMAT0002872,60700,1
MIMAT0002873,148124,1
MIMAT0004775,5793,1
MIMAT0004775,5311,1
MIMAT0002873,5793,1
MIMAT0002874,97226,1
MIMAT0002874,702,1
MIMAT0002874,969516,1
MIMAT0003188,16078949,1
MIMAT0003213,1983,1
MIMAT0003213,5943,1
MIMAT0003213,89594,1
MIMAT0003213,16132265,1
MIMAT0002875,3220,1
MIMAT0002876,5793,1
MIMAT0003380,6440495,1
MIMAT0003513,210332,1
MIMAT0002878,5793,1
MIMAT0002878,5757,1
MIMAT0002879,5793,1
MIMAT0002880,5793,1
MIMAT0002881,712,1
MIMAT0004779,5793,1
MIMAT0002882,5280453,1
MIMAT0002882,969516,1
MIMAT0002823,3220,1
MIMAT0002823,5793,1
MIMAT0002823,444732,1
MIMAT0002822,5793,1
MIMAT0002877,31401,1
MIMAT0002877,5994,1
MIMAT0005788,5994,1
MIMAT0002883,148124,1
MIMAT0002883,36314,1
MIMAT0002883,969516,1
MIMAT0002827,5793,1
MIMAT0002826,148124,1
MIMAT0006778,54670067,1
MIMAT0004770,5311,1
MIMAT0002859,5793,1
MIMAT0002859,31101,1
MIMAT0005457,448537,1
MIMAT0002863,5793,1
MIMAT0002844,448537,1
MIMAT0002848,148124,1
MIMAT0002848,31703,1
MIMAT0002848,60700,1
MIMAT0002847,5757,1
MIMAT0002864,5757,1
MIMAT0005456,5793,1
MIMAT0005456,448537,1
MIMAT0002861,5757,1
MIMAT0002842,5793,1
MIMAT0002869,3385,1
MIMAT0002832,73581,1
MIMAT0002831,3385,1
MIMAT0002853,5793,1
MIMAT0002834,5793,1
MIMAT0002843,5793,1
MIMAT0002846,5280453,1
MIMAT0002846,5073,1
MIMAT0002856,5757,1
MIMAT0002825,5793,1
MIMAT0002830,5793,1
MIMAT0002830,31703,1
MIMAT0002830,448537,1
MIMAT0002867,31703,1
MIMAT0002854,5793,1
MIMAT0002868,216239,1
MIMAT0002868,3385,1
MIMAT0002840,5793,1
MIMAT0002850,5757,1
MIMAT0002849,5757,1
MIMAT0002839,3385,1
MIMAT0002838,5793,1
MIMAT0002838,5994,1
MIMAT0002845,448537,1
MIMAT0002835,5793,1
MIMAT0002835,5757,1
MIMAT0002831,444732,1
MIMAT0002884,23973,1
MIMAT0002884,5359268,1
MIMAT0014048,3496,1
MIMAT0002888,712,1
MIMAT0004780,5280795,1
MIMAT0002888,5793,1
MIMAT0002889,145858,1
MIMAT0002889,969516,1
MIMAT0005322,3779,1
