CID,feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,0,0,21.74057198,0,0,0,0,0,0,12.29362011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.247678757,0,0,0,0,0,9.937864304,12.12711716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9021368,0,0,0,0,0,0,0,0,0,0,20.06544113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.62648582,0,0,0,0,0,0,0,0,14.96010494,0,21.67790604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,0,0,0,21.6625843,0,0,0,0,0,0,12.28124619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.261434555,0,0,0,0,0,9.892352104,11.9891758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.79823208,0,0,0,0,0,0,0,0,0,0,19.75177956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.51019859,0,0,0,0,0,0,0,0,14.84490967,0,21.37256241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,0,0,0,21.85147476,0,0,0,0,0,0,12.45505238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.305814743,0,0,0,0,0,9.963253975,12.1431427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.84558773,0,0,0,0,0,0,0,0,0,0,19.9790287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.79066277,0,0,0,0,0,0,0,0,14.94949341,0,21.60383224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,0,0,0,21.46605682,0,0,0,0,0,0,12.130826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.194822311,0,0,0,0,0,9.802822113,11.917696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.74152851,0,0,0,0,0,0,0,0,0,0,19.58281136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.33185387,0,0,0,0,0,0,0,0,14.69019794,0,21.25841522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,0,0,0,21.4647274,0,0,0,0,0,0,12.12822247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.193505287,0,0,0,0,0,9.801112175,11.91534233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.74013996,0,0,0,0,0,0,0,0,0,0,19.5812397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.32863235,0,0,0,0,0,0,0,0,14.6906662,0,21.25587082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,0,0,0,21.41433525,0,0,0,0,0,0,12.08316994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.16162014,0,0,0,0,0,9.771708488,11.87365341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.72874737,0,0,0,0,0,0,0,0,0,0,19.53665161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.31812859,0,0,0,0,0,0,0,0,14.68879318,0,21.19709778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985,0,0,0,21.59358597,0,0,0,0,0,0,12.15617371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.164875031,0,0,0,0,0,9.859205246,11.96871185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.71418667,0,0,0,0,0,0,0,0,0,0,19.74809265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43441772,0,0,0,0,0,0,0,0,14.82599449,0,21.36050415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,0,0,0,22.29735565,0,0,0,0,0,0,12.59017754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.479036331,0,0,0,0,0,10.22590446,12.24005127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.05395031,0,0,0,0,0,0,0,0,0,0,20.48930359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.09046364,0,0,0,0,0,0,0,0,15.17773056,0,22.11623383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,0,0,0,21.83914757,0,0,0,0,0,0,12.37240124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.379698753,0,0,0,0,0,10.00991821,12.18985939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.87114811,0,0,0,0,0,0,0,0,0,0,20.10716438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.73843575,0,0,0,0,0,0,0,0,14.99266624,0,21.6763649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1674,0,0,0,21.97161293,0,0,0,0,0,0,12.3949585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.409256935,0,0,0,0,0,10.0642643,12.18450546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.92320728,0,0,0,0,0,0,0,0,0,0,20.23264313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.86840248,0,0,0,0,0,0,0,0,15.07509232,0,21.81655121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
