CID,feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1.819705009,2.439677238,1.551256895,2.81345582,2.832374096,2.569229126,0,0,3.282259941,3.310827255,0,0,0,0,0,2.929607153,0,0,0,2.778802872,0,0,1.245086432,0,0,1.847682118,3.352613211,3.131470442,0,2.739589691,2.830610514,0,0,0,2.385409832,0,2.569892883,0,0,0,2.563426256,3.291013241,0,0,2.890395403,3.764155865,0,3.303616524,3.009197235,0,0,2.226364136,0.008590795,0,2.373321295,2.149088383,0,0,2.857700109,2.645287037,0,0,1.910913348,0,0,2.885286093,0,0,2.159403086,0,2.147627831,0,2.402800083,0,3.056094408,0,0,0,0,2.872053385,0,0,3.11775279,2.612505436,0.498123854,0,0,3.298363209,0,0,0.285507768,0,3.138309002,0,0,0,0,0,0,0,2.979103327,0,1.999403477,0,2.948770761,0,2.550308228,3.297760487,2.966372013,0,0,3.032687902,2.927975178,2.768953085,0.998277605,2.720053911,2.840548992,3.138979197,2.966290474,0,0,0,0,0,0,2.488175154,3.289539814,0
241,1.823313475,2.44148922,1.548023462,2.804014444,2.831418991,2.57100606,0,0,3.286040783,3.307322741,0,0,0,0,0,2.922282219,0,0,0,2.7842834,0,0,1.245465636,0,0,1.846405864,3.346561909,3.126087189,0,2.733500481,2.827571392,0,0,0,2.381276131,0,2.567418098,0,0,0,2.562385082,3.302796125,0,0,2.882836819,3.758470535,0,3.307264805,3.004956245,0,0,2.232725382,0.017041884,0,2.367681026,2.144427061,0,0,2.855569839,2.644794941,0,0,1.900703788,0,0,2.891357183,0,0,2.158366919,0,2.143559933,0,2.409847498,0,3.041493893,0,0,0,0,2.87998724,0,0,3.119330645,2.617434263,0.497348815,0,0,3.300347567,0,0,0.278850108,0,3.137043238,0,0,0,0,0,0,0,2.979381561,0,2.003798246,0,2.951842785,0,2.557353735,3.29419136,2.96877861,0,0,3.023556471,2.925021887,2.773145914,1.001649976,2.70996213,2.832148075,3.138327837,2.951770782,0,0,0,0,0,0,2.491197348,3.282249451,0
544,1.816509962,2.444252014,1.554327726,2.808667898,2.832686186,2.563861847,0,0,3.288037777,3.315842628,0,0,0,0,0,2.932131767,0,0,0,2.782201052,0,0,1.241179228,0,0,1.851867795,3.349815845,3.126784801,0,2.735032558,2.831944704,0,0,0,2.38176322,0,2.571472645,0,0,0,2.562246799,3.297933817,0,0,2.886201859,3.76545763,0,3.307148695,3.00626421,0,0,2.230695248,0.006922431,0,2.365662575,2.145954132,0,0,2.856173754,2.649561644,0,0,1.899528027,0,0,2.880967379,0,0,2.158068657,0,2.147577286,0,2.404316425,0,3.04462409,0,0,0,0,2.873669863,0,0,3.120671034,2.611622572,0.498176098,0,0,3.304387331,0,0,0.277799726,0,3.136259317,0,0,0,0,0,0,0,2.97499752,0,2.000347853,0,2.947970152,0,2.55322504,3.289435387,2.963046312,0,0,3.027811527,2.92824316,2.768059492,1.000301003,2.716518641,2.835074663,3.135304213,2.958430767,0,0,0,0,0,0,2.490006924,3.283678532,0
702,1.820917845,2.438537598,1.547032118,2.806856155,2.829838514,2.560666084,0,0,3.279526949,3.302522659,0,0,0,0,0,2.923025608,0,0,0,2.776773691,0,0,1.240826964,0,0,1.850408673,3.338207722,3.124806404,0,2.734604597,2.823099375,0,0,0,2.37904501,0,2.565421343,0,0,0,2.565238953,3.293764353,0,0,2.89213872,3.761127234,0,3.301954985,3.004807472,0,0,2.221580744,0.006409459,0,2.362149715,2.145958424,0,0,2.856343508,2.647532225,0,0,1.906655431,0,0,2.878142834,0,0,2.148828745,0,2.146514177,0,2.405188799,0,3.043109894,0,0,0,0,2.871706486,0,0,3.113187551,2.610352278,0.493517965,0,0,3.300051689,0,0,0.290061384,0,3.133725643,0,0,0,0,0,0,0,2.978588343,0,1.998343468,0,2.944487095,0,2.549137354,3.29279089,2.963817835,0,0,3.019752741,2.927606821,2.771139622,1.003781319,2.716799974,2.831672668,3.128584623,2.960914612,0,0,0,0,0,0,2.490207195,3.272625685,0
712,1.816802979,2.444821596,1.55098927,2.802388668,2.833068371,2.563778639,0,0,3.281202555,3.3091259,0,0,0,0,0,2.925174236,0,0,0,2.778963327,0,0,1.242979407,0,0,1.85060966,3.344593763,3.118513584,0,2.733845234,2.825961351,0,0,0,2.378093004,0,2.566438913,0,0,0,2.559219599,3.294193029,0,0,2.88432765,3.761128187,0,3.30057621,3.003016949,0,0,2.228997946,0.010561921,0,2.365418434,2.143577337,0,0,2.854869366,2.644453526,0,0,1.901858568,0,0,2.881637335,0,0,2.155537844,0,2.141968489,0,2.40520525,0,3.042407751,0,0,0,0,2.872040272,0,0,3.1143713,2.608683109,0.496325552,0,0,3.301729441,0,0,0.281316638,0,3.134185791,0,0,0,0,0,0,0,2.973016024,0,1.999996901,0,2.946293592,0,2.551378489,3.286877632,2.96052146,0,0,3.02635932,2.924248934,2.768767357,0.997647107,2.71467495,2.83381176,3.133486271,2.956060886,0,0,0,0,0,0,2.487945557,3.281228781,0
784,1.820791721,2.438724518,1.547151327,2.806733608,2.829878569,2.560531855,0,0,3.279472589,3.302625418,0,0,0,0,0,2.923132181,0,0,0,2.776616335,0,0,1.240794897,0,0,1.850595832,3.338259935,3.124598026,0,2.73470974,2.823102713,0,0,0,2.378998518,0,2.565439463,0,0,0,2.565167665,3.293545246,0,0,2.892241478,3.76128149,0,3.301802158,3.004714489,0,0,2.221470833,0.006230883,0,2.362066507,2.145978212,0,0,2.856312037,2.647494316,0,0,1.90668416,0,0,2.877943039,0,0,2.148673534,0,2.146527529,0,2.405049801,0,3.043097973,0,0,0,0,2.871550083,0,0,3.113013506,2.610028505,0.493439347,0,0,3.300150394,0,0,0.290099114,0,3.133700371,0,0,0,0,0,0,0,2.978376627,0,1.998250961,0,2.944262981,0,2.549022436,3.292555332,2.96362114,0,0,3.019911528,2.927703619,2.770934105,1.003744841,2.716880322,2.831710577,3.128427505,2.96108532,0,0,0,0,0,0,2.490143538,3.272592545,0
985,1.818112135,2.437917948,1.546462297,2.809823751,2.830245972,2.564616442,0,0,3.277649641,3.305221319,0,0,0,0,0,2.924008846,0,0,0,2.77608943,0,0,1.242842078,0,0,1.846892476,3.345963478,3.128677845,0,2.739048481,2.824945688,0,0,0,2.383849382,0,2.565923214,0,0,0,2.562241316,3.289707899,0,0,2.887698412,3.762168884,0,3.300396919,3.003385544,0,0,2.223196745,0.006639756,0,2.367853165,2.147881031,0,0,2.857352734,2.642860889,0,0,1.908530712,0,0,2.880397797,0,0,2.151840925,0,2.144577742,0,2.403191805,0,3.049834251,0,0,0,0,2.874762058,0,0,3.112675905,2.613748312,0.492998391,0,0,3.297150373,0,0,0.289716005,0,3.135581732,0,0,0,0,0,0,0,2.978609085,0,1.997416854,0,2.94235611,0,2.548435926,3.29327631,2.965095758,0,0,3.025366068,2.927777052,2.768483639,0.998899043,2.716660976,2.835381508,3.133496046,2.962494373,0,0,0,0,0,0,2.487710953,3.279093027,0
1175,1.817479849,2.446565151,1.55333221,2.809753656,2.834170818,2.582326412,0,0,3.29663682,3.322465181,0,0,0,0,0,2.938631535,0,0,0,2.783917189,0,0,1.245220304,0,0,1.846457839,3.359272003,3.134862423,0,2.742913246,2.834162474,0,0,0,2.397138834,0,2.577944756,0,0,0,2.559843302,3.305153847,0,0,2.883305311,3.767611504,0,3.310560942,3.00906992,0,0,2.23651576,0.01804132,0,2.372045994,2.152277946,0,0,2.857765436,2.649251223,0,0,1.901641607,0,0,2.896994829,0,0,2.169567108,0,2.149501324,0,2.411684513,0,3.053524971,0,0,0,0,2.887862444,0,0,3.12303853,2.615679979,0.498627245,0,0,3.300011635,0,0,0.274743319,0,3.14076376,0,0,0,0,0,0,0,2.98171401,0,2.007965088,0,2.945443869,0,2.566100597,3.296441555,2.971598387,0,0,3.043290615,2.931788206,2.773539305,0.995365322,2.719922066,2.842893124,3.143094778,2.964353561,0,0,0,0,0,0,2.489031553,3.296662807,0
1207,1.824980497,2.444499016,1.549638867,2.805741787,2.830419064,2.567235947,0,0,3.287817717,3.306984901,0,0,0,0,0,2.926488161,0,0,0,2.777349472,0,0,1.244798064,0,0,1.854426026,3.344718218,3.130372524,0,2.740703106,2.828354836,0,0,0,2.384553909,0,2.569743395,0,0,0,2.571402311,3.300389767,0,0,2.896305799,3.76722765,0,3.309180737,3.004458904,0,0,2.222011328,0.007858582,0,2.361622572,2.148956776,0,0,2.857067823,2.647921801,0,0,1.906139016,0,0,2.884332895,0,0,2.146367311,0,2.153981686,0,2.406059742,0,3.041967154,0,0,0,0,2.88041687,0,0,3.113467932,2.609330893,0.489228994,0,0,3.304844856,0,0,0.288084596,0,3.138541698,0,0,0,0,0,0,0,2.978883982,0,2.003829002,0,2.94271493,0,2.558053493,3.294321537,2.969232082,0,0,3.025309086,2.936054707,2.770539999,1.010477304,2.716729879,2.832596779,3.129160404,2.967522144,0,0,0,0,0,0,2.495760441,3.273207426,0
1674,1.824313164,2.438312054,1.548691869,2.80662632,2.828026772,2.563515663,0,0,3.279016018,3.307928085,0,0,0,0,0,2.92867136,0,0,0,2.775950909,0,0,1.241046429,0,0,1.845529675,3.342781544,3.126166582,0,2.734352589,2.829123974,0,0,0,2.381002188,0,2.562855005,0,0,0,2.563944817,3.291290045,0,0,2.892511845,3.761421442,0,3.305715322,3.009999275,0,0,2.224741936,0.008025087,0,2.368039846,2.145314932,0,0,2.856282949,2.647286177,0,0,1.906515121,0,0,2.879246473,0,0,2.15437746,0,2.147556305,0,2.398481846,0,3.050384283,0,0,0,0,2.867688417,0,0,3.118063688,2.60921669,0.499890894,0,0,3.29423666,0,0,0.282975972,0,3.133913755,0,0,0,0,0,0,0,2.974725008,0,1.993668437,0,2.947191715,0,2.545265436,3.29364872,2.962281704,0,0,3.026987553,2.921897173,2.766816854,1.00416398,2.715744972,2.838295937,3.130458593,2.959440708,0,0,0,0,0,0,2.486253262,3.283270836,0
